Y,X1,X2,X3,X4,X5,X6
173000,7,1626,2,764,36.0,WD
99500,6,918,1,918,55.0,WD
182000,7,1428,2,1428,95.0,New
167500,7,2019,2,728,60.0,WD
165000,7,1382,2,673,,WD
85500,4,869,0,440,51.0,WD
199900,7,1241,2,1241,35.0,New
110000,4,894,2,894,68.0,WD
139000,5,1121,2,1121,80.0,WD
178400,7,999,2,944,,WD
336000,8,2612,3,1225,98.0,WD
159895,7,1266,2,1266,43.0,WD
255900,8,2290,2,1128,,WD
126000,5,1734,2,0,75.0,COD
125000,5,1164,1,1164,68.0,ConLD
117000,6,1635,1,485,59.0,WD
395192,9,1940,3,1930,83.0,New
195000,6,2030,2,848,,WD
197000,7,1576,2,770,65.0,New
348000,8,2392,3,1396,82.0,WD
168000,8,1742,2,916,121.0,WD
187000,6,1851,2,822,80.0,WD
173900,6,1500,2,750,68.0,New
337500,10,1718,3,1700,96.0,WD
121600,4,1230,1,747,51.0,WD
136500,5,1050,1,1050,,COD
185000,6,1442,2,1442,,WD
91000,3,1077,1,1007,60.0,WD
206000,7,1208,2,1187,64.0,WD
82000,3,944,2,0,74.0,WD
86000,5,691,1,691,60.0,WD
232000,8,1574,3,1574,75.0,WD
136905,5,1680,2,1680,,WD
181000,7,1504,2,1346,43.0,WD
149900,5,985,1,985,65.0,WD
163500,6,1657,2,1657,,WD
88000,4,1092,1,546,21.0,WD
240000,7,1710,2,1710,43.0,WD
102000,5,1522,0,1008,60.0,WD
135000,5,1271,1,720,115.0,WD
100000,5,1664,0,0,75.0,WD
165000,6,1502,1,602,55.0,WD
85000,5,1022,1,1022,60.0,WD
119200,6,1082,1,1082,60.0,WD
227000,8,1665,2,810,70.0,WD
203000,7,1504,2,1504,73.0,WD
187500,8,1360,2,1220,,COD
160000,7,1472,2,384,,WD
213490,7,1506,2,1362,43.0,WD
176000,4,1132,2,1132,60.0,WD
194000,7,1220,2,1199,64.0,New
87000,5,1248,1,912,52.0,WD
191000,7,1504,2,1346,43.0,WD
287000,8,2898,2,1565,,COD
112500,5,882,2,882,70.0,WD
167500,5,1264,2,1268,73.0,WD
293077,8,1646,3,1638,71.0,New
105000,5,1376,1,768,79.0,WD
118000,6,1218,1,672,21.0,WD
160000,5,1928,0,686,,WD
197000,7,3082,2,824,102.0,WD
310000,8,2520,3,1338,,WD
230000,7,1654,3,1654,,WD
119750,5,954,1,920,50.0,WD
84000,4,845,1,0,,WD
315500,9,1620,3,1620,89.0,WD
287000,8,2263,2,1055,,WD
97000,4,1344,0,546,21.0,WD
80000,4,630,1,630,21.0,WD
155000,5,1803,2,1134,88.0,WD
173000,6,1632,2,800,,WD
196000,6,1306,2,1306,34.0,WD
262280,7,2329,2,1475,86.0,WD
278000,8,2524,2,2524,80.0,WD
139600,3,1733,2,0,,WD
556581,9,2868,3,1992,85.0,New
145000,5,990,2,990,57.0,WD
115000,5,1771,2,0,100.0,WD
84900,4,930,1,0,60.0,WD
176485,7,1302,2,1302,73.0,New
200141,7,1316,2,1316,103.0,New
165000,6,1977,2,816,100.0,WD
144500,5,1526,1,1216,68.0,WD
255000,8,1989,2,1065,90.0,WD
180000,6,1523,2,1193,104.0,COD
185850,7,1364,2,1364,43.0,WD
248000,7,1850,2,973,,WD
335000,9,2184,3,1104,96.0,WD
220000,6,1991,2,854,,WD
213500,8,1338,2,1338,41.0,WD
81000,3,894,3,894,120.0,ConLD
90000,5,2337,2,662,85.0,WD
110500,6,1103,2,1103,50.0,WD
154000,5,1154,2,1154,,WD
328000,7,2260,2,1306,80.0,WD
178000,6,1571,2,799,59.0,WD
167900,6,1611,2,780,80.0,WD
151400,6,2521,2,942,42.0,WD
135000,5,893,2,845,60.0,WD
135000,5,1048,1,1048,72.0,WD
154000,6,1556,2,727,78.0,WD
91500,5,1456,1,810,50.0,WD
159500,6,1426,2,690,75.0,WD
194000,7,1240,3,1240,74.0,WD
219500,7,1740,1,800,75.0,CWD
170000,5,1466,2,796,60.0,WD
138800,5,1096,1,1096,,WD
155900,6,848,2,848,37.0,WD
126000,5,990,1,990,65.0,WD
145000,6,1258,2,1258,80.0,COD
133000,5,1040,1,1040,75.0,WD
192000,7,1459,2,1459,70.0,WD
160000,6,1251,1,1251,80.0,WD
187500,6,1498,2,691,,WD
147000,6,996,2,936,73.0,WD
83500,4,1092,1,546,,WD
252000,8,1953,3,1082,85.0,WD
137500,7,1709,2,970,24.0,WD
197000,8,1247,2,1247,37.0,WD
92900,3,1040,2,0,60.0,WD
160000,7,1252,2,600,24.0,WD
136500,6,1694,2,1181,60.0,WD
146000,5,1200,2,864,71.0,WD
129000,5,936,1,936,74.0,WD
176432,6,1314,2,1314,78.0,WD
127000,6,1355,0,684,60.0,WD
170000,8,1088,2,1074,,WD
128000,4,1324,1,672,50.0,WD
157000,7,1601,2,1271,82.0,COD
60000,2,438,1,290,60.0,WD
119500,5,950,1,950,61.0,WD
135000,5,1134,1,1010,70.0,WD
159500,6,1194,2,655,79.0,WD
106000,5,1302,2,630,24.0,WD
325000,8,2622,2,1463,98.0,WD
179900,7,1442,2,910,114.0,WD
274725,7,2021,2,868,168.0,New
181000,6,1690,2,924,,WD
280000,8,1836,3,1836,107.0,WD
188000,6,1658,2,773,,WD
205000,7,1964,2,803,80.0,WD
129900,5,816,1,816,73.0,WD
134500,5,1008,1,1008,66.0,WD
117000,5,833,1,833,90.0,WD
318000,8,1734,3,1734,93.0,New
184100,8,1419,2,408,,WD
130000,5,894,2,894,57.0,WD
140000,5,1601,1,533,85.0,WD
133700,5,1040,1,1040,70.0,WD
118400,6,1012,1,1012,59.0,WD
212900,7,1552,3,1552,84.0,New
112000,4,960,1,672,,COD
118000,5,698,0,698,50.0,WD
163900,7,1482,2,384,,WD
115000,4,1005,2,1005,60.0,WD
174000,7,1555,3,1373,53.0,WD
259000,7,1530,3,1530,182.0,WD
215000,7,1959,2,847,59.0,WD
140000,5,936,2,936,60.0,WD
135000,4,1981,2,1122,65.0,WD
93500,5,974,0,974,63.0,Oth
117500,6,2210,1,1008,90.0,WD
239500,8,2020,2,1128,80.0,WD
169000,6,1600,2,916,57.0,WD
102000,6,986,1,960,60.0,WD
119000,6,1252,1,1032,80.0,WD
94000,5,1020,0,780,54.0,WD
196000,6,1567,2,1567,,WD
144000,5,1167,2,915,98.0,WD
139000,5,952,2,952,60.0,COD
197500,5,1868,2,780,,WD
424870,8,2828,3,1466,77.0,New
80000,5,1006,0,1006,,WD
80000,4,924,1,672,60.0,WD
149000,5,1576,1,1042,52.0,WD
180000,6,1298,2,1298,,WD
174500,7,1564,1,704,75.0,WD
116900,7,1111,1,572,,WD
143000,7,1482,2,650,50.0,WD
124000,6,932,1,932,57.0,WD
149900,5,1466,2,1466,134.0,WD
230000,6,1811,2,1073,90.0,WD
120500,6,816,1,816,,WD
201800,7,1820,2,864,,WD
218000,5,1437,2,1437,90.0,WD
179900,5,1265,2,1219,85.0,WD
230000,7,1314,2,1314,34.0,WD
235128,8,1580,3,1580,92.0,ConLD
185000,6,1876,2,901,76.0,WD
146000,6,1456,2,855,24.0,WD
224000,6,1640,2,1296,,WD
129000,5,894,2,894,109.0,WD
108959,4,1258,2,1198,60.0,WD
194000,5,1432,2,1360,,WD
233170,7,1502,2,1502,79.0,New
245350,8,1694,3,1694,64.0,WD
173000,6,1671,2,959,58.0,WD
235000,6,2108,2,1127,120.0,WD
625000,10,3627,3,1930,118.0,WD
171000,6,1118,1,1096,76.0,WD
163000,6,1261,2,1261,76.0,WD
171900,7,1250,2,625,35.0,WD
200500,5,3086,0,1598,138.0,WD
239000,6,2345,2,952,80.0,WD
285000,8,2872,2,1683,85.0,WD
119500,5,923,1,876,37.0,WD
115000,6,1224,1,818,,WD
154900,5,1343,1,731,54.0,WD
93000,5,1124,0,0,77.0,WD
250000,7,2514,2,1216,,WD
392500,8,1652,2,1600,64.0,New
745000,10,4476,3,2396,160.0,WD
120000,5,1130,2,1120,60.0,WD
186700,5,1572,3,1572,50.0,WD
104900,5,1221,1,784,60.0,WD
95000,3,1699,2,978,107.0,WD
262000,8,1624,3,1624,89.0,WD
195000,7,1660,2,831,68.0,WD
189000,7,1804,2,994,60.0,WD
168000,4,1622,4,1249,,WD
174000,8,1441,2,776,24.0,WD
125000,5,1472,1,702,60.0,WD
165000,6,1224,2,1224,,WD
158000,6,1352,1,663,80.0,WD
176000,6,1456,2,728,51.0,WD
219210,7,1863,3,879,58.0,New
144000,7,1690,1,815,65.0,ConLw
178000,7,1212,2,1212,70.0,WD
148000,4,1382,2,1051,75.0,WD
116050,4,864,1,864,71.0,Oth
197900,7,1779,2,866,80.0,WD
117000,5,1348,1,884,50.0,WD
213000,7,1630,2,1630,75.0,WD
153500,5,1074,2,1056,78.0,WD
271900,7,2196,3,2158,90.0,WD
107000,4,1056,1,1056,,WD
200000,6,1700,2,1682,70.0,WD
140000,5,1283,2,931,70.0,WD
290000,8,1660,2,1660,85.0,New
189000,6,1845,2,1055,70.0,WD
164000,8,1752,2,559,152.0,WD
113000,4,672,1,672,50.0,WD
145000,4,960,1,648,,WD
134500,5,999,1,925,69.0,WD
125000,5,894,1,894,99.0,WD
112000,6,1902,2,0,68.0,WD
229456,8,1314,2,1300,72.0,New
80500,4,912,0,0,52.0,WD
91500,6,1218,0,672,21.0,WD
115000,5,912,1,912,66.0,WD
134000,5,1211,1,952,55.0,WD
143000,6,1846,1,1040,78.0,WD
137900,5,2136,2,2136,89.0,WD
184000,7,1490,2,788,60.0,WD
145000,6,1138,1,588,65.0,WD
214000,6,1933,3,894,86.0,WD
147000,5,912,2,912,72.0,WD
367294,9,1702,3,1702,65.0,New
127000,5,1507,1,1075,70.0,WD
190000,5,2620,2,1361,,WD
132500,5,1190,2,1106,70.0,WD
101800,4,1224,2,0,70.0,WD
142000,5,1188,2,1188,,COD
130000,5,1964,0,940,55.0,WD
138887,5,1784,1,747,96.0,WD
175500,7,1626,2,764,36.0,WD
195000,7,1948,2,847,41.0,WD
142500,6,1141,2,1141,63.0,WD
265900,8,1484,2,1476,64.0,WD
224900,7,1768,2,884,65.0,WD
248328,7,1689,3,1689,83.0,New
170000,7,1173,2,1053,85.0,WD
465000,10,2076,3,2076,107.0,New
230000,8,1517,2,792,,WD
178000,6,1868,2,585,78.0,WD
186500,7,1553,2,756,65.0,New
169900,6,1034,3,1012,,WD
129500,6,2058,2,735,60.0,WD
119000,5,988,1,876,60.0,WD
244000,7,2110,2,2110,93.0,WD
171750,7,1405,2,1405,,WD
130000,5,874,1,864,62.0,WD
294000,7,2167,2,1192,,WD
165400,7,1656,2,746,60.0,WD
127500,6,1367,1,884,52.0,WD
301500,8,1987,2,1986,91.0,WD
99900,5,864,0,864,56.0,WD
190000,7,1166,2,856,59.0,WD
151000,6,1054,2,1054,65.0,WD
181000,6,1675,2,841,,WD
128900,5,1050,1,1050,80.0,WD
161500,4,1788,1,1104,,WD
180500,6,1824,2,764,60.0,WD
181000,6,1337,2,1405,34.0,COD
183900,7,1452,2,691,35.0,WD
122000,7,1889,1,925,60.0,WD
378500,9,2018,3,2002,89.0,WD
381000,8,3447,3,728,,WD
144000,5,1524,1,874,78.0,WD
260000,7,1524,2,1332,,WD
185750,6,1489,2,1489,,WD
137000,5,935,1,935,,WD
177000,6,1357,1,1019,124.0,WD
139000,5,1250,2,661,53.0,WD
137000,5,1920,2,928,95.0,WD
162000,6,1395,2,723,,WD
197900,6,1724,2,1680,,WD
237000,8,2031,2,1128,75.0,WD
68400,4,1128,2,698,60.0,COD
227000,7,1573,2,1573,67.0,WD
180000,7,1339,2,1309,50.0,WD
150500,5,1040,2,1040,61.0,WD
139000,6,1824,0,912,94.0,WD
169000,6,2447,1,804,50.0,WD
132500,6,1412,1,780,50.0,WD
143000,6,1328,2,1328,,WD
190000,5,1582,2,1624,,WD
278000,8,1659,2,1501,40.0,WD
281000,8,1970,3,1085,86.0,New
180500,5,1152,2,1152,,WD
119500,5,1302,1,630,21.0,WD
107500,5,2372,1,994,60.0,WD
162900,7,1664,2,832,78.0,WD
115000,5,864,2,864,60.0,WD
138500,5,1052,1,1052,70.0,WD
155000,5,1128,2,1120,80.0,WD
140000,6,1072,2,547,35.0,New
160000,10,5642,2,6110,313.0,New
154000,5,1246,1,1246,75.0,WD
225000,7,1983,2,978,,WD
177500,6,1494,1,771,,WD
290000,8,2526,3,1165,92.0,WD
232000,7,1616,3,1616,73.0,WD
130000,7,1708,2,976,32.0,WD
325000,9,1652,2,1652,108.0,WD
202500,7,1368,2,1368,48.0,New
138000,5,990,2,990,60.0,WD
147000,5,1122,2,924,100.0,WD
179200,6,1294,2,1278,,WD
335000,7,1902,2,1902,100.0,WD
203000,7,1274,2,1274,68.0,New
302000,8,2810,2,1453,,WD
333168,9,2599,3,1393,108.0,WD
119000,4,948,1,948,60.0,WD
206900,6,2112,2,952,85.0,WD
295493,8,1630,3,1622,61.0,WD
208900,7,1352,2,1352,47.0,New
275000,8,1787,3,1753,,WD
111000,4,948,1,864,75.0,WD
156500,6,1478,2,1478,70.0,WD
72500,3,720,1,0,,WD
190000,7,1923,2,750,107.0,WD
82500,4,708,0,420,50.0,WD
147000,8,1795,3,1795,75.0,New
55000,4,796,0,796,40.0,WD
79000,3,774,0,544,70.0,WD
130500,5,816,1,816,60.0,WD
256000,6,2792,2,1510,60.0,WD
176500,7,1632,2,935,63.0,WD
227000,8,1588,3,1588,85.0,WD
132500,5,954,2,911,55.0,WD
100000,4,816,1,816,67.0,WD
125500,5,1360,1,803,60.0,WD
125000,5,1365,2,765,24.0,WD
167900,6,1334,2,1350,80.0,WD
135000,5,1656,2,1656,87.0,WD
52500,4,693,0,693,153.0,WD
200000,7,1861,2,916,95.0,WD
128500,5,864,1,864,120.0,WD
123000,4,872,4,858,70.0,WD
155000,6,1114,2,1114,66.0,WD
228500,8,2169,2,1284,,WD
177000,6,1913,2,896,57.0,WD
155835,7,1456,2,728,85.0,New
108500,4,960,1,960,50.0,WD
262500,7,2156,2,1568,,WD
283463,8,1776,3,1732,93.0,New
215000,7,1494,2,1482,,WD
122000,8,2358,0,684,50.0,WD
200000,5,2634,4,1248,91.0,WD
171000,6,1716,2,858,70.0,WD
134900,6,1176,2,698,50.0,WD
410000,8,3238,3,2033,56.0,WD
235000,7,1865,3,992,,WD
170000,7,1920,2,570,102.0,WD
110000,5,892,1,864,,WD
149900,5,1078,2,1078,,WD
177500,6,1573,2,756,,WD
315000,9,1980,3,1980,129.0,WD
189000,5,2601,2,612,51.0,WD
260000,7,1530,2,1530,124.0,WD
104900,4,1738,1,715,,WD
156932,6,1412,2,616,73.0,New
144152,7,1200,2,600,30.0,WD
216000,7,1674,2,814,,WD
193000,7,1790,2,873,68.0,WD
127000,5,1475,1,757,41.0,WD
144000,6,848,2,848,,WD
232000,8,1668,2,1657,48.0,WD
105000,4,1374,1,840,90.0,WD
165500,6,1661,1,992,80.0,WD
274300,7,2097,2,1108,75.0,WD
466500,10,2633,3,2633,,WD
250000,7,1958,3,1026,85.0,WD
239000,8,1571,3,1571,89.0,New
91000,6,790,1,768,52.0,WD
117000,5,1604,2,984,60.0,WD
83000,6,987,1,483,21.0,WD
167500,5,1394,2,384,73.0,WD
58500,3,864,1,864,45.0,WD
237500,6,2117,2,1205,,WD
157000,7,1762,2,596,60.0,WD
112000,5,1416,2,816,,WD
105000,6,1258,1,560,60.0,WD
125500,4,1154,1,796,40.0,WD
250000,7,2784,2,1392,80.0,WD
136000,6,2526,1,714,60.0,CWD
377500,9,1746,3,1746,42.0,WD
131000,6,1218,2,735,60.0,WD
235000,7,1525,2,1525,70.0,WD
124000,5,1584,3,1584,65.0,WD
123000,5,900,1,864,68.0,WD
163000,6,1912,2,482,60.0,WD
246578,7,1500,3,1356,53.0,New
281213,8,2482,3,1094,88.0,WD
160000,5,1687,2,747,,WD
137500,5,1513,1,939,51.0,WD
138000,5,1904,1,1208,60.0,WD
137450,6,1608,1,976,51.0,WD
120000,6,1158,1,862,50.0,WD
193000,6,1593,2,839,62.0,WD
193879,7,1294,2,1286,64.0,New
282922,8,1464,3,1485,49.0,WD
105000,3,1214,3,672,60.0,WD
275000,8,1646,2,1594,44.0,WD
133000,5,768,2,768,70.0,WD
112000,5,833,0,833,,WD
125500,4,1363,2,622,60.0,WD
215000,7,2093,2,791,46.0,WD
230000,7,1840,2,944,79.0,WD
140000,6,1668,1,856,80.0,WD
90000,4,1040,2,0,60.0,WD
257000,8,1844,2,1844,88.0,COD
207000,6,1848,2,833,64.0,WD
175900,7,1569,3,1386,51.0,WD
122500,4,2290,2,777,60.0,WD
340000,8,2450,3,1284,,WD
124000,5,1144,1,1144,71.0,COD
223000,6,1844,2,1844,,WD
179900,6,1416,2,708,90.0,WD
127500,6,1069,2,1069,53.0,WD
136500,6,848,2,848,37.0,WD
274970,6,2201,2,697,,WD
144000,5,1344,1,1024,,WD
142000,6,1252,2,1252,80.0,WD
271000,7,2127,2,1223,81.0,WD
140000,5,1558,1,913,60.0,WD
119000,5,804,1,788,60.0,WD
182900,6,1440,2,1440,,WD
192140,5,1838,2,732,60.0,WD
143750,6,958,2,958,,WD
64500,4,968,1,656,60.0,WD
186500,6,1792,2,936,93.0,WD
160000,5,1126,2,1126,80.0,WD
174000,6,1537,2,1319,80.0,COD
120500,4,864,2,864,60.0,WD
394617,8,1932,3,1932,96.0,New
149700,6,1236,2,912,90.0,WD
197000,7,1725,2,539,80.0,WD
191000,6,2555,2,588,79.0,WD
149300,6,848,2,848,,WD
310000,10,2007,3,1017,85.0,WD
121000,6,952,1,952,,WD
179600,7,1422,2,1422,63.0,WD
129000,6,913,1,814,70.0,WD
157900,5,1188,1,1188,,WD
240000,8,2090,2,1220,80.0,WD
112000,4,1346,1,560,70.0,WD
92000,5,630,0,630,21.0,WD
136000,5,1792,0,896,60.0,WD
287090,8,1578,3,1573,78.0,New
145000,5,1072,2,547,35.0,WD
84500,5,1140,0,1140,90.0,WD
185000,7,1221,2,1221,62.0,WD
175000,6,1647,2,953,62.0,WD
210000,6,2073,2,1542,85.0,WD
266500,7,2340,1,1152,66.0,WD
142125,5,1078,1,1078,68.0,WD
147500,5,1256,1,1256,75.0,WD
